"kode_prov","nama_prov","kode_kabkota","nama_kabkota","kode_kecamatan","nama_kecamatan"
"35","Provinsi Jawa Timur","3521","Kab. Ngawi","3521.030","JOGOROGO"
"35","Provinsi Jawa Timur","3521","Kab. Ngawi","3521.020","NGRAMBE"
"35","Provinsi Jawa Timur","3521","Kab. Ngawi","3521.010","SINE"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.150","JIWAN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.140","SAWAHAN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.130","MADIUN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.120","BALEREJO"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.110","WONOASRI"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.100","MEJAYAN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.090","PILANGKENCENG"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.080","SARADAN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.070","GEMARANG"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.060","KARE"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.050","WUNGU"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.040","DAGANGAN"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.030","DOLOPO"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.020","GEGER"
"35","Provinsi Jawa Timur","3519","Kab. Madiun","3519.010","KEBONSARI"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.220","UDANAWU"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.210","WONODADI"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.200","SRENGAT"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.190","PONGGOK"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.180","SANANKULON"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.170","NGLEGOK"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.160","GARUM"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.150","GANDUSARI"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.140","WLINGI"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.130","DOKO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.120","SELOREJO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.110","KESAMBEN"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.100","SELOPURO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.090","TALUN"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.080","KANIGORO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.070","KADEMANGAN"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.060","SUTOJAYAN"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.050","BINANGUN"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.040","WATES"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.030","PANGGUNGREJO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.020","WONOTIRTO"
"35","Provinsi Jawa Timur","3505","Kab. Blitar","3505.010","BAKUNG"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.130","BENDUNGAN"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.120","TUGU"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.110","TRENGGALEK"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.100","POGALAN"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.090","DURENAN"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.080","GANDUSARI"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.071","SURUH"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.070","KARANGAN"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.060","PULE"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.050","DONGKO"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.040","KAMPAK"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.030","WATULIMO"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.020","MUNJUNGAN"
"35","Provinsi Jawa Timur","3503","Kab. Trenggalek","3503.010","PANGGUL"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.200","JATIKALEN"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.190","LENGKONG"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.180","NGLUYU"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.170","REJOSO"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.160","WILANGAN"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.150","BAGOR"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.140","NGANJUK"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.130","SUKOMORO"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.120","GONDANG"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.110","BARON"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.100","PATIANROWO"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.090","KERTOSONO"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.080","NGRONGGOT"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.070","PRAMBON"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.060","TANJUNGANOM"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.050","PACE"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.040","LOCERET"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.030","BERBEK"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.020","NGETOS"
"35","Provinsi Jawa Timur","3518","Kab. Nganjuk","3518.010","SAWAHAN"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.190","SENDANG"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.180","PAGER WOJO"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.170","GONDANG"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.160","KAUMAN"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.150","KARANGREJO"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.140","NGANTRU"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.130","KEDUNGWARU"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.120","TULUNGAGUNG"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.110","BOYOLANGU"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.100","SUMBERGEMPOL"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.090","NGUNUT"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.080","REJOTANGAN"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.070","PUCANG LABAN"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.060","KALIDAWIR"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.050","TANGGUNG GUNUNG"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.040","CAMPUR DARAT"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.030","PAKEL"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.020","BANDUNG"
"35","Provinsi Jawa Timur","3504","Kab. Tulungagung","3504.010","BESUKI"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.230","TAROKAN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.220","GROGOL"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.210","BANYAKAN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.201","NGASEM"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.200","GAMPENGREJO"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.191","KAYEN KIDUL"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.190","PAGU"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.180","PAPAR"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.170","PURWOASRI"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.160","PLEMAHAN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.150","KUNJANG"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.141","BADAS"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.140","PARE"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.130","KANDANGAN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.120","KEPUNG"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.110","PUNCU"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.100","GURAH"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.090","PLOSOKLATEN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.080","NGANCAR"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.070","WATES"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.060","KANDAT"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.050","RINGINREJO"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.040","KRAS"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.030","NGADILUWIH"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.020","SEMEN"
"35","Provinsi Jawa Timur","3506","Kab. Kediri","3506.010","MOJO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.200","RANUYOSO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.190","KLAKAH"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.180","KEDUNGJAJANG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.170","GUCIALIT"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.160","SENDURO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.150","PASRUJAMBE"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.140","PADANG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.130","SUKODONO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.120","RANDUAGUNG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.110","JATIROTO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.100","ROWOKANGKUNG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.090","YOSOWILANGUN"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.080","KUNIR"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.070","TEKUNG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.061","SUMBERSUKO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.060","LUMAJANG"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.050","TEMPEH"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.040","PASIRIAN"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.030","CANDIPURO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.020","PRONOJIWO"
"35","Provinsi Jawa Timur","3508","Kab. Lumajang","3508.010","TEMPURSARI"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.240","SUMBERASIH"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.230","TONGAS"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.220","LUMBANG"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.210","WONOMERTO"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.200","DRINGU"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.190","GENDING"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.180","MARON"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.170","PAJARAKAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.160","KREJENGAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.150","KRAKSAAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.140","BESUK"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.130","PAITON"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.120","KOTAANYAR"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.110","PAKUNIRAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.100","GADING"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.090","KRUCIL"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.080","TIRIS"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.070","BANYUANYAR"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.060","TEGALSIWALAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.050","LECES"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.040","BANTARAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.030","KURIPAN"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.020","SUMBER"
"35","Provinsi Jawa Timur","3513","Kab. Probolinggo","3513.010","SUKAPURA"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.240","NGULING"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.230","LEKOK"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.220","GRATI"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.210","WINONGAN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.200","REJOSO"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.190","GONDANG WETAN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.180","POHJENTREK"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.170","KRATON"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.160","REMBANG"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.150","BANGIL"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.140","BEJI"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.130","GEMPOL"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.120","PANDAAN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.110","SUKOREJO"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.100","PRIGEN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.090","PURWOSARI"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.080","WONOREJO"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.070","KEJAYAN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.060","PASREPAN"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.050","LUMBANG"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.040","TOSARI"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.030","PUSPO"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.020","TUTUR"
"35","Provinsi Jawa Timur","3514","Kab. Pasuruan","3514.010","PURWODADI"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.330","KASEMBON"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.320","NGANTANG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.310","PUJON"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.300","DAU"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.290","KARANGPLOSO"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.280","SINGOSARI"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.270","LAWANG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.260","JABUNG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.250","PAKIS"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.240","TUMPANG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.230","TAJINAN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.220","PAKISAJI"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.210","WAGIR"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.200","WONOSARI"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.190","NGAJUM"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.180","KROMENGAN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.170","SUMBER PUCUNG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.160","KEPANJEN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.150","PAGELARAN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.140","GONDANGLEGI"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.130","BULULAWANG"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.120","TUREN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.110","WAJAK"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.100","PONCOKUSUMO"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.090","AMPELGADING"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.080","TIRTO YUDO"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.070","DAMPIT"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.060","SUMBERMANJING"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.050","GEDANGAN"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.040","BANTUR"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.030","PAGAK"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.020","KALIPARE"
"35","Provinsi Jawa Timur","3507","Kab. Malang","3507.010","DONOMULYO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.730","PATRANG"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.720","SUMBERSARI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.710","KALIWATES"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.280","JELBUK"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.270","SUKOWONO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.260","SUMBERJAMBE"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.250","LEDOKOMBO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.240","KALISAT"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.230","PAKUSARI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.220","ARJASA"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.210","SUKORAMBI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.200","PANTI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.190","BANGSALSARI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.180","TANGGUL"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.170","SUMBER BARU"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.160","JOMBANG"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.150","SEMBORO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.140","UMBULSARI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.130","BALUNG"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.120","RAMBIPUJI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.110","AJUNG"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.100","JENGGAWAH"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.090","MUMBULSARI"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.080","MAYANG"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.070","SILO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.060","TEMPUREJO"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.050","AMBULU"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.040","WULUHAN"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.030","PUGER"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.020","GUMUK MAS"
"35","Provinsi Jawa Timur","3509","Kab. Jember","3509.010","KENCONG"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.210","WONGSOREJO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.200","KALIPURO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.190","GIRI"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.180","BANYUWANGI"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.171","LICIN"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.170","GLAGAH"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.160","SONGGON"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.150","SEMPU"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.140","SINGOJURUH"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.130","KABAT"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.121","BLIMBINGSARI"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.120","ROGOJAMPI"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.110","SRONO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.100","GENTENG"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.090","KALIBARU"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.080","GLENMORE"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.071","TEGALSARI"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.070","GAMBIRAN"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.060","CLURING"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.050","MUNCAR"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.040","TEGALDLIMO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.030","PURWOHARJO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.020","BANGOREJO"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.011","SILIRAGUNG"
"35","Provinsi Jawa Timur","3510","Kab. Banyuwangi","3510.010","PESANGGARAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.170","BANYUPUTIH"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.160","ASEMBAGUS"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.150","JANGKAR"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.140","ARJASA"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.130","KAPONGAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.120","PANJI"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.110","MANGARAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.100","SITUBONDO"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.090","PANARUKAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.080","KENDIT"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.070","BUNGATAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.060","MLANDINGAN"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.050","SUBOH"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.040","BESUKI"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.030","BANYUGLUGUR"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.020","JATIBANTENG"
"35","Provinsi Jawa Timur","3512","Kab. Situbondo","3512.010","SUMBERMALANG"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.170","CERMEE"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.160","PRAJEKAN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.152","BOTOLINGGO"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.151","IJEN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.150","KLABANG"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.141","TAMAN KROCOK"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.140","TEGALAMPEL"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.130","WRINGIN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.120","PAKEM"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.111","BINAKAL"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.110","CURAH DAMI"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.100","BONDOWOSO"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.090","TENGGARANG"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.080","WONOSARI"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.070","TAPEN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.061","SUMBER WRINGIN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.060","SUKOSARI"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.050","TLOGOSARI"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.040","PUJER"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.031","JAMBESARI DARUS SHOLAH"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.030","TAMANAN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.020","GRUJUGAN"
"35","Provinsi Jawa Timur","3511","Kab. Bondowoso","3511.010","MAESAN"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.180","KLAMPIS"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.170","SEPULU"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.160","TANJUNGBUMI"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.150","KOKOP"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.140","GEGER"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.130","AROSBAYA"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.120","BURNEH"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.110","BANGKALAN"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.100","SOCAH"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.090","TRAGAH"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.080","TANAH MERAH"
"35","Provinsi Jawa Timur","3526","Kab. Bangkalan","3526.070","GALIS"
