kode_prov,nama_prov,kode_kabkota,nama_kabkota,nama_ibukota,pulau,kode_pemda
71,Provinsi Sulawesi Utara,7173,Kota Tomohon,Tomohon,Sulawesi,1752
71,Provinsi Sulawesi Utara,7171,Kota Manado,Manado,Sulawesi,1751
71,Provinsi Sulawesi Utara,7111,Kab. Bolaang Mongondow Timur,Tutuyan,Sulawesi,1714
71,Provinsi Sulawesi Utara,7110,Kab. Bolaang Mongondow Selatan,Bolaang Uki,Sulawesi,1713
71,Provinsi Sulawesi Utara,7108,Kab. Kep. Siau Tagulandang Biaro,Ondong Siau,Sulawesi,1712
71,Provinsi Sulawesi Utara,7107,Kab. Bolaang Mongondow Utara,Boroko,Sulawesi,1711
71,Provinsi Sulawesi Utara,7109,Kab. Minahasa Tenggara,Ratahan,Sulawesi,1710
71,Provinsi Sulawesi Utara,7106,Kab. Minahasa Utara,Air Madidi,Sulawesi,1708
71,Provinsi Sulawesi Utara,7105,Kab. Minahasa Selatan,Amurang,Sulawesi,1706
71,Provinsi Sulawesi Utara,7104,Kab. Kepulauan Talaud,Melongguane,Sulawesi,1705
71,Provinsi Sulawesi Utara,7103,Kab. Kepulauan Sangihe,Tahuna,Sulawesi,1704
71,Provinsi Sulawesi Utara,7101,Kab. Bolaang Mongondow,Lolak,Sulawesi,1703
71,Provinsi Sulawesi Utara,7102,Kab. Minahasa,Tondano,Sulawesi,1702
71,Provinsi Sulawesi Utara,7100,Provinsi Sulawesi Utara, ,Sulawesi, 
72,Provinsi Sulawesi Tengah,7271,Kota Palu,Palu,Sulawesi,1851
72,Provinsi Sulawesi Tengah,7212,Kab. Morowali Utara,Petasia,Sulawesi,1814
72,Provinsi Sulawesi Tengah,7211,Kab. Banggai Laut,Banggai,Sulawesi,1813
72,Provinsi Sulawesi Tengah,7210,Kab. Sigi,Sigi Biromaru,Sulawesi,1812
72,Provinsi Sulawesi Tengah,7209,Kab. Tojo Una Una,Ampana,Sulawesi,1809
72,Provinsi Sulawesi Tengah,7208,Kab. Parigi Moutong,Parigi,Sulawesi,1808
72,Provinsi Sulawesi Tengah,7201,Kab. Banggai Kepulauan,Salakan,Sulawesi,1807
72,Provinsi Sulawesi Tengah,7203,Kab. Morowali,Bungku,Sulawesi,1806
72,Provinsi Sulawesi Tengah,7207,Kab. Buol,Buol,Sulawesi,1805
72,Provinsi Sulawesi Tengah,7202,Kab. Banggai,Luwuk,Sulawesi,1804
72,Provinsi Sulawesi Tengah,7206,Kab. Toli Toli,Toli Toli,Sulawesi,1803
72,Provinsi Sulawesi Tengah,7205,Kab. Donggala,Donggala,Sulawesi,1802
72,Provinsi Sulawesi Tengah,7204,Kab. Poso,Poso,Sulawesi,1801
72,Provinsi Sulawesi Tengah,7200,Provinsi Sulawesi Tengah, ,Sulawesi, 
73,Provinsi Sulawesi Selatan,7373,Kota Palopo,Palopo,Sulawesi,1953
73,Provinsi Sulawesi Selatan,7372,Kota Pare Pare,Pare Pare,Sulawesi,1952
73,Provinsi Sulawesi Selatan,7371,Kota Makassar,Makassar,Sulawesi,1951
73,Provinsi Sulawesi Selatan,7326,Kab. Toraja Utara,Rantepao,Sulawesi,1925
73,Provinsi Sulawesi Selatan,7325,Kab. Luwu Timur,Malili,Sulawesi,1924
73,Provinsi Sulawesi Selatan,7322,Kab. Luwu Utara,Masamba,Sulawesi,1922
73,Provinsi Sulawesi Selatan,7316,Kab. Enrekang,Enrekang,Sulawesi,1921
73,Provinsi Sulawesi Selatan,7312,Kab. Soppeng,Watansoppeng,Sulawesi,1919
73,Provinsi Sulawesi Selatan,7309,Kab. Pangkajene dan Kepulauan,Pangkajene,Sulawesi,1918
73,Provinsi Sulawesi Selatan,7314,Kab. Sidenreng Rappang,Pangkajene Sidenreng,Sulawesi,1917
73,Provinsi Sulawesi Selatan,7310,Kab. Barru,Barru,Sulawesi,1916
73,Provinsi Sulawesi Selatan,7305,Kab. Takalar,Pattallassang,Sulawesi,1915
73,Provinsi Sulawesi Selatan,7301,Kab. Kepulauan Selayar,Benteng,Sulawesi,1914
73,Provinsi Sulawesi Selatan,7304,Kab. Jeneponto,Bontosunggu,Sulawesi,1913
73,Provinsi Sulawesi Selatan,7303,Kab. Bantaeng,Bantaeng,Sulawesi,1912
73,Provinsi Sulawesi Selatan,7302,Kab. Bulukumba,Bulukumba,Sulawesi,1911
73,Provinsi Sulawesi Selatan,7307,Kab. Sinjai,Balangnipa,Sulawesi,1910
73,Provinsi Sulawesi Selatan,7317,Kab. Luwu,Belopa,Sulawesi,1909
73,Provinsi Sulawesi Selatan,7308,Kab. Maros,Turikale,Sulawesi,1907
73,Provinsi Sulawesi Selatan,7318,Kab. Tana Toraja,Makale,Sulawesi,1906
73,Provinsi Sulawesi Selatan,7311,Kab. Bone,Watampone,Sulawesi,1905
73,Provinsi Sulawesi Selatan,7313,Kab. Wajo,Sengkang,Sulawesi,1903
73,Provinsi Sulawesi Selatan,7306,Kab. Gowa,Sungguminasa,Sulawesi,1902
73,Provinsi Sulawesi Selatan,7315,Kab. Pinrang,Pinrang,Sulawesi,1901
73,Provinsi Sulawesi Selatan,7300,Provinsi Sulawesi Selatan, ,Sulawesi, 
74,Provinsi Sulawesi Tenggara,7414,Kab. Buton Tengah,Lakudo,Sulawesi,2055
74,Provinsi Sulawesi Tenggara,7415,Kab. Buton Selatan,Batauga,Sulawesi,2054
74,Provinsi Sulawesi Tenggara,7413,Kab. Muna Barat,Sawerigadi,Sulawesi,2053
74,Provinsi Sulawesi Tenggara,7472,Kota Bau Bau,Bau-Bau,Sulawesi,2052
74,Provinsi Sulawesi Tenggara,7471,Kota Kendari,Kendari,Sulawesi,2051
74,Provinsi Sulawesi Tenggara,7412,Kab. Konawe Kepulauan,Wawonii Barat,Sulawesi,2013
74,Provinsi Sulawesi Tenggara,7411,Kab. Kolaka Timur,Tirawuta,Sulawesi,2012
74,Provinsi Sulawesi Tenggara,7409,Kab. Buton Utara,Buranga,Sulawesi,2011
74,Provinsi Sulawesi Tenggara,7410,Kab. Konawe Utara,Wanggudu,Sulawesi,2010
74,Provinsi Sulawesi Tenggara,7403,Kab. Konawe,Unaaha,Sulawesi,2009
74,Provinsi Sulawesi Tenggara,7408,Kab. Kolaka Utara,Lasusua,Sulawesi,2008
74,Provinsi Sulawesi Tenggara,7407,Kab. Wakatobi,Wangi Wangi,Sulawesi,2007
74,Provinsi Sulawesi Tenggara,7406,Kab. Bombana,Rumbia,Sulawesi,2006
74,Provinsi Sulawesi Tenggara,7405,Kab. Konawe Selatan,Andoolo,Sulawesi,2005
74,Provinsi Sulawesi Tenggara,7404,Kab. Kolaka,Kolaka,Sulawesi,2004
74,Provinsi Sulawesi Tenggara,7402,Kab. Muna,Raha,Sulawesi,2003
74,Provinsi Sulawesi Tenggara,7401,Kab. Buton,Pasar Wajo,Sulawesi,2002
74,Provinsi Sulawesi Tenggara,7400,Provinsi Sulawesi Tenggara, ,Sulawesi, 
81,Provinsi Maluku,8172,Kota Tual,Tual,Maluku,2152
81,Provinsi Maluku,8171,Kota Ambon,Ambon,Maluku,2151
81,Provinsi Maluku,8109,Kab. Buru Selatan,Namrole,Maluku,2110
81,Provinsi Maluku,8108,Kab. Maluku Barat Daya,Tiakur,Maluku,2109
81,Provinsi Maluku,8107,Kab. Seram Bagian Timur,Bula,Maluku,2107
81,Provinsi Maluku,8106,Kab. Seram Bagian Barat,Piru,Maluku,2106
81,Provinsi Maluku,8105,Kab. Kepulauan Aru,Dobo,Maluku,2105
81,Provinsi Maluku,8104,Kab. Buru,Namlea,Maluku,2104
81,Provinsi Maluku,8101,Kab. Kepulauan Tanimbar,Saumlaki,Maluku,2103
81,Provinsi Maluku,8102,Kab. Maluku Tenggara,Langgur,Maluku,2102
81,Provinsi Maluku,8103,Kab. Maluku Tengah,Masohi,Maluku,2101
81,Provinsi Maluku,8100,Provinsi Maluku, ,Maluku, 
51,Provinsi Bali,5171,Kota Denpasar,Denpasar,Bali,2251
51,Provinsi Bali,5102,Kab. Tabanan,Tabanan,Bali,2208
51,Provinsi Bali,5103,Kab. Badung,Mangupura,Bali,2207
51,Provinsi Bali,5106,Kab. Bangli,Bangli,Bali,2206
51,Provinsi Bali,5107,Kab. Karangasem,Amlapura,Bali,2205
51,Provinsi Bali,5104,Kab. Gianyar,Gianyar,Bali,2204
51,Provinsi Bali,5105,Kab. Klungkung,Semarapura,Bali,2203
51,Provinsi Bali,5101,Kab. Jembrana,Negara,Bali,2202
51,Provinsi Bali,5108,Kab. Buleleng,Singaraja,Bali,2201
51,Provinsi Bali,5100,Provinsi Bali, ,Bali, 
52,Provinsi Nusa Tenggara Barat,5272,Kota Bima,Bima,Nusa Tenggara,2352
52,Provinsi Nusa Tenggara Barat,5271,Kota Mataram,Mataram,Nusa Tenggara,2351
52,Provinsi Nusa Tenggara Barat,5208,Kab. Lombok Utara,Tanjung,Nusa Tenggara,2308
52,Provinsi Nusa Tenggara Barat,5207,Kab. Sumbawa Barat,Taliwang,Nusa Tenggara,2307
52,Provinsi Nusa Tenggara Barat,5205,Kab. Dompu,Dompu,Nusa Tenggara,2306
52,Provinsi Nusa Tenggara Barat,5204,Kab. Sumbawa,Sumbawa Besar,Nusa Tenggara,2305
52,Provinsi Nusa Tenggara Barat,5206,Kab. Bima,Woha,Nusa Tenggara,2304
52,Provinsi Nusa Tenggara Barat,5203,Kab. Lombok Timur,Selong,Nusa Tenggara,2303
52,Provinsi Nusa Tenggara Barat,5202,Kab. Lombok Tengah,Praya,Nusa Tenggara,2302
52,Provinsi Nusa Tenggara Barat,5201,Kab. Lombok Barat,Gerung,Nusa Tenggara,2301
52,Provinsi Nusa Tenggara Barat,5200,Provinsi Nusa Tenggara Barat, ,Nusa Tenggara, 
53,Provinsi Nusa Tenggara Timur,5371,Kota Kupang,Kupang,Nusa Tenggara,2451
53,Provinsi Nusa Tenggara Timur,5321,Kab. Malaka,Betun,Nusa Tenggara,2422
53,Provinsi Nusa Tenggara Timur,5320,Kab. Sabu Raijua,Seba,Nusa Tenggara,2421
53,Provinsi Nusa Tenggara Timur,5319,Kab. Manggarai Timur,Borong,Nusa Tenggara,2420
53,Provinsi Nusa Tenggara Timur,5317,Kab. Sumba Barat Daya,Tambolaka,Nusa Tenggara,2419
53,Provinsi Nusa Tenggara Timur,5316,Kab. Sumba Tengah,Waibakul,Nusa Tenggara,2418
53,Provinsi Nusa Tenggara Timur,5318,Kab. Nagekeo,Mbay,Nusa Tenggara,2417
53,Provinsi Nusa Tenggara Timur,5315,Kab. Manggarai Barat,Labuan Bajo,Nusa Tenggara,2415
53,Provinsi Nusa Tenggara Timur,5314,Kab. Rote Ndao,Baa,Nusa Tenggara,2414
53,Provinsi Nusa Tenggara Timur,5308,Kab. Lembata,Lewoleba,Nusa Tenggara,2413
53,Provinsi Nusa Tenggara Timur,5301,Kab. Sumba Barat,Waikabubak,Nusa Tenggara,2412
53,Provinsi Nusa Tenggara Timur,5302,Kab. Sumba Timur,Waingapu,Nusa Tenggara,2411
53,Provinsi Nusa Tenggara Timur,5313,Kab. Manggarai,Ruteng,Nusa Tenggara,2410
53,Provinsi Nusa Tenggara Timur,5312,Kab. Ngada,Bajawa,Nusa Tenggara,2409
53,Provinsi Nusa Tenggara Timur,5311,Kab. Ende,Ende,Nusa Tenggara,2408
53,Provinsi Nusa Tenggara Timur,5309,Kab. Flores Timur,Larantuka,Nusa Tenggara,2407
53,Provinsi Nusa Tenggara Timur,5310,Kab. Sikka,Maumere,Nusa Tenggara,2406
53,Provinsi Nusa Tenggara Timur,5307,Kab. Alor,Kalabahi,Nusa Tenggara,2405
53,Provinsi Nusa Tenggara Timur,5304,Kab. Timor Tengah Selatan,Soe,Nusa Tenggara,2404
53,Provinsi Nusa Tenggara Timur,5305,Kab. Timor Tengah Utara,Kefamenanu,Nusa Tenggara,2403
53,Provinsi Nusa Tenggara Timur,5306,Kab. Belu,Atambua,Nusa Tenggara,2402
53,Provinsi Nusa Tenggara Timur,5303,Kab. Kupang,Oelmasi,Nusa Tenggara,2401
53,Provinsi Nusa Tenggara Timur,5300,Provinsi Nusa Tenggara Timur, ,Nusa Tenggara, 
94,Provinsi Papua,9471,Kota Jayapura,Jayapura,Papua,2551
94,Provinsi Papua,9427,Kab. Supiori,Sorendiweri,Papua,2527
94,Provinsi Papua,9426,Kab. Waropen,Botawa,Papua,2523
94,Provinsi Papua,9428,Kab. Mamberamo Raya,Burmeso,Papua,2520
94,Provinsi Papua,9420,Kab. Keerom,Waris,Papua,2517
94,Provinsi Papua,9419,Kab. Sarmi,Sarmi,Papua,2516
94,Provinsi Papua,9408,Kab. Kepulauan Yapen,Serui,Papua,2504
94,Provinsi Papua,9409,Kab. Biak Numfor,Biak,Papua,2502
94,Provinsi Papua,9403,Kab. Jayapura,Sentani,Papua,2501
94,Provinsi Papua,9400,Provinsi Papua, ,Papua, 
17,Provinsi Bengkulu,1771,Kota Bengkulu,Bengkulu,Sumatera,2651
17,Provinsi Bengkulu,1709,Kab. Bengkulu Tengah,Karang Tinggi,Sumatera,2609
17,Provinsi Bengkulu,1708,Kab. Kepahiang,Kepahiang,Sumatera,2608
17,Provinsi Bengkulu,1707,Kab. Lebong,Tubei,Sumatera,2607
17,Provinsi Bengkulu,1706,Kab. Mukomuko,Mukomuko,Sumatera,2606
17,Provinsi Bengkulu,1704,Kab. Kaur,Bintuhan,Sumatera,2605
17,Provinsi Bengkulu,1705,Kab. Seluma,Pasar Tais,Sumatera,2604
17,Provinsi Bengkulu,1702,Kab. Rejang Lebong,Curup,Sumatera,2603
17,Provinsi Bengkulu,1701,Kab. Bengkulu Selatan,Manna,Sumatera,2602
17,Provinsi Bengkulu,1703,Kab. Bengkulu Utara,Arga Makmur,Sumatera,2601
17,Provinsi Bengkulu,1700,Provinsi Bengkulu, ,Sumatera, 
82,Provinsi Maluku Utara,8272,Kota Tidore Kepulauan,Tidore,Maluku,2853
82,Provinsi Maluku Utara,8271,Kota Ternate,Ternate,Maluku,2851
82,Provinsi Maluku Utara,8208,Kab. Pulau Taliabu,Bobong,Maluku,2809
82,Provinsi Maluku Utara,8207,Kab. Pulau Morotai,Daruba,Maluku,2808
82,Provinsi Maluku Utara,8201,Kab. Halmahera Barat,Jailolo,Maluku,2807
82,Provinsi Maluku Utara,8206,Kab. Halmahera Timur,Maba,Maluku,2806
82,Provinsi Maluku Utara,8203,Kab. Kepulauan Sula,Sanana,Maluku,2805
82,Provinsi Maluku Utara,8204,Kab. Halmahera Selatan,Labuha,Maluku,2804
82,Provinsi Maluku Utara,8205,Kab. Halmahera Utara,Tobelo,Maluku,2803
82,Provinsi Maluku Utara,8202,Kab. Halmahera Tengah,Weda,Maluku,2802
82,Provinsi Maluku Utara,8200,Provinsi Maluku Utara, ,Maluku, 
36,Provinsi Banten,3674,Kota Tangerang Selatan,Ciputat,Jawa,2954
36,Provinsi Banten,3673,Kota Serang,Serang,Jawa,2953
36,Provinsi Banten,3672,Kota Cilegon,Cilegon,Jawa,2952
36,Provinsi Banten,3671,Kota Tangerang,Tangerang,Jawa,2951
36,Provinsi Banten,3603,Kab. Tangerang,Tigaraksa,Jawa,2904
36,Provinsi Banten,3602,Kab. Lebak,Rangkas Bitung,Jawa,2903
36,Provinsi Banten,3601,Kab. Pandeglang,Pandeglang,Jawa,2902
36,Provinsi Banten,3604,Kab. Serang,Ciruas,Jawa,2901
36,Provinsi Banten,3600,Provinsi Banten, ,Jawa, 
19,Provinsi Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,Pangkal Pinang,Sumatera,3051
19,Provinsi Kepulauan Bangka Belitung,1906,Kab. Belitung Timur,Manggar,Sumatera,3006
19,Provinsi Kepulauan Bangka Belitung,1905,Kab. Bangka Selatan,Toboali,Sumatera,3005
19,Provinsi Kepulauan Bangka Belitung,1904,Kab. Bangka Tengah,Koba,Sumatera,3004
19,Provinsi Kepulauan Bangka Belitung,1903,Kab. Bangka Barat,Muntok,Sumatera,3003
19,Provinsi Kepulauan Bangka Belitung,1901,Kab. Bangka,Sungailiat,Sumatera,3002
19,Provinsi Kepulauan Bangka Belitung,1902,Kab. Belitung,Tanjung Pandan,Sumatera,3001
19,Provinsi Kepulauan Bangka Belitung,1900,Provinsi Kepulauan Bangka Belitung, ,Sumatera, 
75,Provinsi Gorontalo,7571,Kota Gorontalo,Gorontalo,Sulawesi,3151
75,Provinsi Gorontalo,7505,Kab. Gorontalo Utara,Kwandang,Sulawesi,3107
75,Provinsi Gorontalo,7504,Kab. Bone Bolango,Suwawa,Sulawesi,3104
75,Provinsi Gorontalo,7503,Kab. Pohuwato,Marisa,Sulawesi,3103
75,Provinsi Gorontalo,7501,Kab. Boalemo,Tilamuta,Sulawesi,3102
75,Provinsi Gorontalo,7502,Kab. Gorontalo,Limboto,Sulawesi,3101
75,Provinsi Gorontalo,7500,Provinsi Gorontalo, ,Sulawesi, 
21,Provinsi Kepulauan Riau,2172,Kota Tanjung Pinang,Tanjung Pinang,Sumatera,3252
21,Provinsi Kepulauan Riau,2171,Kota Batam,Batam,Sumatera,3251
21,Provinsi Kepulauan Riau,2105,Kab. Kepulauan Anambas,Tarempa,Sumatera,3205
21,Provinsi Kepulauan Riau,2104,Kab. Lingga,Daik,Sumatera,3204
21,Provinsi Kepulauan Riau,2103,Kab. Natuna,Ranai,Sumatera,3203
21,Provinsi Kepulauan Riau,2101,Kab. Karimun,Tanjung Balai,Sumatera,3202
21,Provinsi Kepulauan Riau,2102,Kab. Bintan,Bandar Seri Bentan,Sumatera,3201
21,Provinsi Kepulauan Riau,2100,Provinsi Kepulauan Riau, ,Sumatera, 
91,Provinsi Papua Barat,9111,Kab. Manokwari Selatan,Ransiki,Papua,3312
91,Provinsi Papua Barat,9112,Kab. Pegunungan Arfak,Anggi,Papua,3311
91,Provinsi Papua Barat,9102,Kab. Kaimana,Kaimana,Papua,3308
91,Provinsi Papua Barat,9103,Kab. Teluk Wondama,Rasiei,Papua,3307
91,Provinsi Papua Barat,9104,Kab. Teluk Bintuni,Bintuni,Papua,3306
91,Provinsi Papua Barat,9101,Kab. Fak Fak,Fakfak,Papua,3303
91,Provinsi Papua Barat,9105,Kab. Manokwari,Manokwari,Papua,3301
91,Provinsi Papua Barat,9100,Provinsi Papua Barat, ,Papua, 
76,Provinsi Sulawesi Barat,7606,Kab. Mamuju Tengah,Tobadak,Sulawesi,3406
76,Provinsi Sulawesi Barat,7603,Kab. Mamasa,Mamasa,Sulawesi,3405
76,Provinsi Sulawesi Barat,7602,Kab. Polewali Mandar,Polewali,Sulawesi,3404
76,Provinsi Sulawesi Barat,7605,Kab. Pasangkayu,Pasangkayu,Sulawesi,3403
76,Provinsi Sulawesi Barat,7604,Kab. Mamuju,Mamuju,Sulawesi,3402
76,Provinsi Sulawesi Barat,7601,Kab. Majene,Majene,Sulawesi,3401
76,Provinsi Sulawesi Barat,7600,Provinsi Sulawesi Barat, ,Sulawesi, 
65,Provinsi Kalimantan Utara,6571,Kota Tarakan,Tarakan,Kalimantan,3551
65,Provinsi Kalimantan Utara,6503,Kab. Tana Tidung,Tideng Pale,Kalimantan,3504
65,Provinsi Kalimantan Utara,6501,Kab. Malinau,Malinau,Kalimantan,3503
65,Provinsi Kalimantan Utara,6504,Kab. Nunukan,Nunukan,Kalimantan,3502
65,Provinsi Kalimantan Utara,6502,Kab. Bulungan,Tanjung Selor,Kalimantan,3501
65,Provinsi Kalimantan Utara,6500,Provinsi Kalimantan Utara, ,Kalimantan, 
60,Provinsi BRG,6000,Kab. BRG, , , 
95,Provinsi Papua Selatan,9500,Provinsi Papua Selatan, ,Papua, 
95,Provinsi Papua Selatan,9502,Kab. Boven Digoel,Tanah Merah,Papua,3602
95,Provinsi Papua Selatan,9504,Kab. Asmat,Agats,Papua,3604
95,Provinsi Papua Selatan,9503,Kab. Mappi,Kepi,Papua,3603
95,Provinsi Papua Selatan,9501,Kab. Merauke,Merauke,Papua,3601
97,Provinsi Papua Pegunungan,9700,Provinsi Papua Pegunungan, ,Papua, 
97,Provinsi Papua Pegunungan,9708,Kab. Nduga,Kenyam,Papua,3808
97,Provinsi Papua Pegunungan,9706,Kab. Yalimo,Elelim,Papua,3805
97,Provinsi Papua Pegunungan,9707,Kab. Lanny Jaya,Tiom,Papua,3807
97,Provinsi Papua Pegunungan,9705,Kab. Mamberamo Tengah,Kobakma,Papua,3804
97,Provinsi Papua Pegunungan,9703,Kab. Yahukimo,Sumohai,Papua,3802
97,Provinsi Papua Pegunungan,9702,Kab. Pegunungan Bintang,Oksibil,Papua,3806
97,Provinsi Papua Pegunungan,9704,Kab. Tolikara,Karubaga,Papua,3803
97,Provinsi Papua Pegunungan,9701,Kab. Jayawijaya,Wamena,Papua,3801
96,Provinsi Papua Tengah,9600,Provinsi Papua Tengah, ,Papua, 
96,Provinsi Papua Tengah,9608,Kab. Deiyai,Tigi,Papua,3708
96,Provinsi Papua Tengah,9607,Kab. Intan Jaya,Sugapa,Papua,3707
96,Provinsi Papua Tengah,9605,Kab. Puncak,Ilaga,Papua,3705
96,Provinsi Papua Tengah,9606,Kab. Dogiyai,Kigamani,Papua,3706
96,Provinsi Papua Tengah,9604,Kab. Mimika,Timika,Papua,3701
96,Provinsi Papua Tengah,9602,Kab. Puncak Jaya,Mulia,Papua,3704
96,Provinsi Papua Tengah,9601,Kab. Nabire,Nabire,Papua,3702
96,Provinsi Papua Tengah,9603,Kab. Paniai,Enarotali,Papua,3703
98,Provinsi Papua Barat Daya,9800,Provinsi Papua Barat Daya, ,Papua, 
98,Provinsi Papua Barat Daya,9806,Kota Sorong,Sorong,Papua,3951
98,Provinsi Papua Barat Daya,9805,Kab. Maybrat,Kumurkek,Papua,3906
98,Provinsi Papua Barat Daya,9804,Kab. Tambrauw,Fef,Papua,3905
98,Provinsi Papua Barat Daya,9803,Kab. Raja Ampat,Waisai,Papua,3904
98,Provinsi Papua Barat Daya,9802,Kab. Sorong Selatan,Teminabuan,Papua,3903
98,Provinsi Papua Barat Daya,9801,Kab. Sorong,Aimas,Papua,3902
